category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day_of_week,order_hour,shipping_delay_days
Toys,155.26,2,Delivered,Credit Card,Mobile,Organic,VIP,10,2,14,7.0
Beauty,390.78,3,Delivered,Google Pay,Mobile,Organic,VIP,10,2,14,2.0
Electronics,404.91,3,Delivered,Google Pay,Desktop,Organic,Returning,10,2,14,4.0
Electronics,324.06,4,Shipped,Google Pay,Tablet,Email,VIP,10,2,14,1.0
Toys,244.03,4,Pending,Credit Card,Mobile,Social,VIP,10,2,14,2.0
Beauty,334.38,1,Delivered,Credit Card,Desktop,Paid Search,VIP,10,2,14,2.0
Beauty,72.43,5,Delivered,Apple Pay,Tablet,Social,VIP,10,2,14,1.0
Books,118.57,1,Delivered,Credit Card,Tablet,Paid Search,VIP,10,2,14,5.0
Home,452.65,3,Shipped,Debit Card,Desktop,Email,VIP,10,2,14,1.0
Toys,378.01,2,Delivered,Google Pay,Tablet,Social,VIP,10,2,14,7.0
Home,181.93,2,Shipped,PayPal,Tablet,Paid Search,VIP,10,2,14,5.0
Books,366.29,2,Pending,Google Pay,Tablet,Email,Returning,10,2,14,1.0
Clothing,271.75,1,Delivered,PayPal,Mobile,Email,VIP,10,2,14,1.0
Books,13.44,2,Delivered,Debit Card,Tablet,Email,Returning,10,2,14,7.0
Electronics,40.99,2,Returned,Credit Card,Tablet,Organic,VIP,10,2,14,3.0
Home,42.35,1,Delivered,Google Pay,Mobile,Social,VIP,10,2,14,5.0
Beauty,290.25,2,Returned,Credit Card,Desktop,Social,New,10,2,14,1.0
Books,146.51,1,Delivered,Credit Card,Tablet,Paid Search,New,10,2,14,3.0
Clothing,143.6,4,Delivered,Debit Card,Mobile,Email,VIP,10,2,14,3.0
Home,102.71,2,Shipped,Apple Pay,Desktop,Social,Returning,10,2,14,4.0
Electronics,368.31,3,Delivered,Apple Pay,Desktop,Organic,Returning,10,2,14,5.0
Electronics,100.86,2,Pending,Google Pay,Mobile,Email,Returning,10,2,14,6.0
Home,272.17,1,Pending,Google Pay,Desktop,Email,VIP,10,2,14,4.0
Toys,122.22,1,Delivered,Debit Card,Tablet,Paid Search,Returning,10,2,14,7.0
Electronics,375.89,5,Delivered,Debit Card,Desktop,Email,VIP,10,2,14,6.0
Electronics,471.38,4,Delivered,Credit Card,Mobile,Email,VIP,10,2,14,3.0
Beauty,240.56,5,Delivered,Credit Card,Tablet,Email,VIP,10,3,14,6.0
Electronics,307.91,1,Delivered,Google Pay,Mobile,Email,VIP,10,3,14,1.0
Clothing,449.04,3,Delivered,Google Pay,Desktop,Email,Returning,10,3,14,3.0
Beauty,300.06,1,Shipped,PayPal,Desktop,Social,Returning,10,3,14,7.0
Toys,406.26,4,Returned,Apple Pay,Desktop,Email,Returning,10,3,14,4.0
Home,450.65,1,Delivered,PayPal,Tablet,Paid Search,Returning,10,3,14,3.0
Electronics,245.8,1,Delivered,Credit Card,Mobile,Social,VIP,10,3,14,7.0
Electronics,469.76,1,Delivered,Apple Pay,Mobile,Organic,Returning,10,3,14,3.0
Clothing,295.6,2,Shipped,Google Pay,Desktop,Email,VIP,10,3,14,2.0
Clothing,253.35,1,Delivered,Debit Card,Desktop,Paid Search,Returning,10,3,14,1.0
Beauty,134.96,2,Delivered,PayPal,Mobile,Social,VIP,10,3,14,1.0
Electronics,47.29,2,Delivered,Debit Card,Tablet,Organic,Returning,10,3,14,2.0
Beauty,146.52,1,Delivered,Google Pay,Mobile,Email,Returning,10,3,14,6.0
Electronics,455.95,2,Pending,Credit Card,Mobile,Social,Returning,10,3,14,4.0
Books,445.59,1,Delivered,Credit Card,Tablet,Social,VIP,10,3,14,1.0
Clothing,127.32,2,Shipped,Credit Card,Tablet,Organic,VIP,10,3,14,3.0
Beauty,383.1,1,Delivered,PayPal,Desktop,Paid Search,Returning,10,3,14,1.0
Beauty,309.32,1,Delivered,Apple Pay,Mobile,Paid Search,VIP,10,3,14,1.0
Books,217.58,1,Delivered,Debit Card,Mobile,Social,Returning,10,3,14,1.0
Books,352.49,1,Delivered,Credit Card,Desktop,Social,VIP,10,3,14,7.0
Home,317.72,2,Delivered,PayPal,Tablet,Paid Search,VIP,10,3,14,7.0
Beauty,25.81,1,Delivered,Debit Card,Desktop,Email,Returning,10,3,14,5.0
Beauty,145.71,4,Returned,Credit Card,Desktop,Paid Search,VIP,10,3,14,7.0
Books,257.52,2,Delivered,Credit Card,Mobile,Paid Search,VIP,10,3,14,4.0
Beauty,356.87,2,Shipped,Google Pay,Desktop,Organic,Returning,10,3,14,2.0
Clothing,429.12,2,Shipped,PayPal,Mobile,Paid Search,New,10,3,14,3.0
Home,60.42,1,Delivered,Google Pay,Mobile,Social,VIP,10,3,14,2.0
Toys,9.45,2,Delivered,Google Pay,Mobile,Social,VIP,10,3,14,6.0
Home,160.17,3,Delivered,PayPal,Mobile,Organic,VIP,10,3,14,1.0
Home,79.64,1,Delivered,Debit Card,Tablet,Organic,Returning,10,3,14,6.0
Toys,72.83,1,Shipped,Google Pay,Mobile,Email,Returning,10,3,14,2.0
Beauty,7.82,1,Delivered,Google Pay,Desktop,Social,VIP,10,4,14,1.0
Home,172.74,1,Delivered,PayPal,Desktop,Social,VIP,10,4,14,6.0
Clothing,404.6,3,Returned,Debit Card,Desktop,Social,VIP,10,4,14,6.0
Toys,123.27,3,Delivered,Google Pay,Mobile,Email,Returning,10,4,14,7.0
Electronics,358.23,1,Delivered,Google Pay,Desktop,Paid Search,Returning,10,4,14,3.0
Toys,347.73,2,Delivered,Credit Card,Desktop,Social,Returning,10,4,14,1.0
Clothing,173.2,1,Delivered,Credit Card,Tablet,Social,VIP,10,4,14,6.0
Home,310.66,4,Delivered,Debit Card,Mobile,Paid Search,VIP,10,4,14,4.0
Books,39.69,3,Delivered,Debit Card,Tablet,Social,New,10,4,14,1.0
Toys,293.73,2,Returned,Credit Card,Tablet,Social,Returning,10,4,14,5.0
Home,133.4,2,Shipped,Apple Pay,Mobile,Email,VIP,10,4,14,2.0
Books,453.04,2,Delivered,Debit Card,Mobile,Paid Search,Returning,10,4,14,1.0
Electronics,145.93,3,Delivered,Apple Pay,Tablet,Email,Returning,10,4,14,2.0
Books,194.54,2,Delivered,Apple Pay,Desktop,Paid Search,Returning,10,4,14,5.0
Books,285.5,3,Shipped,PayPal,Tablet,Email,Returning,10,4,14,4.0
Beauty,324.95,1,Delivered,Google Pay,Mobile,Paid Search,VIP,10,4,14,7.0
Clothing,262.07,1,Delivered,Credit Card,Desktop,Organic,Returning,10,4,14,2.0
Clothing,211.21,3,Delivered,Google Pay,Desktop,Paid Search,VIP,10,4,14,4.0
Clothing,23.22,1,Pending,PayPal,Mobile,Organic,VIP,10,4,14,5.0
Beauty,408.73,2,Delivered,Google Pay,Mobile,Social,VIP,10,4,14,1.0
Home,414.77,2,Delivered,Credit Card,Tablet,Paid Search,VIP,10,4,14,1.0
Books,287.29,1,Delivered,PayPal,Desktop,Organic,Returning,10,4,14,5.0
Books,99.1,2,Delivered,Apple Pay,Tablet,Social,VIP,10,4,14,4.0
Books,335.32,3,Delivered,Google Pay,Tablet,Email,Returning,10,4,14,5.0
Toys,30.6,1,Delivered,Google Pay,Mobile,Organic,Returning,10,4,14,3.0
Clothing,398.55,1,Delivered,Google Pay,Desktop,Organic,Returning,10,4,14,5.0
Electronics,486.67,1,Delivered,Credit Card,Tablet,Email,VIP,10,5,14,5.0
Clothing,92.47,1,Pending,Apple Pay,Tablet,Paid Search,VIP,10,5,14,5.0
Beauty,62.4,3,Returned,Google Pay,Desktop,Email,VIP,10,5,14,1.0
Toys,341.12,1,Returned,Google Pay,Desktop,Social,New,10,5,14,5.0
Home,380.67,4,Shipped,PayPal,Tablet,Paid Search,Returning,10,5,14,4.0
Beauty,50.95,4,Delivered,Debit Card,Mobile,Paid Search,Returning,10,5,14,2.0
Home,90.75,2,Delivered,Apple Pay,Mobile,Organic,VIP,10,5,14,6.0
Clothing,330.88,2,Delivered,Apple Pay,Mobile,Email,Returning,10,5,14,3.0
Beauty,450.67,3,Shipped,Apple Pay,Desktop,Organic,VIP,10,5,14,4.0
Beauty,298.95,2,Delivered,PayPal,Desktop,Social,VIP,10,5,14,2.0
Home,339.56,1,Delivered,PayPal,Tablet,Social,Returning,10,5,14,3.0
Clothing,484.32,3,Delivered,Debit Card,Tablet,Paid Search,VIP,10,5,14,5.0
Toys,96.09,2,Shipped,Apple Pay,Desktop,Paid Search,VIP,10,5,14,7.0
Books,172.32,1,Delivered,Apple Pay,Desktop,Email,Returning,10,5,14,1.0
Toys,22.23,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,10,5,14,1.0
Home,335.6,1,Delivered,Credit Card,Mobile,Email,VIP,10,5,14,4.0
Beauty,345.65,3,Delivered,Credit Card,Mobile,Organic,New,10,5,14,1.0
Home,202.86,2,Delivered,Credit Card,Tablet,Email,VIP,10,5,14,5.0
Beauty,281.94,1,Delivered,Google Pay,Tablet,Email,VIP,10,5,14,4.0
Clothing,224.91,1,Shipped,PayPal,Mobile,Paid Search,Returning,10,5,14,1.0
Toys,214.16,4,Delivered,Apple Pay,Desktop,Organic,Returning,10,5,14,4.0
Toys,282.06,2,Shipped,Debit Card,Tablet,Organic,Returning,10,5,14,5.0
Electronics,359.56,2,Delivered,Google Pay,Desktop,Email,Returning,10,5,14,2.0
Clothing,430.85,1,Delivered,Apple Pay,Mobile,Email,VIP,10,5,14,7.0
Home,34.45,3,Delivered,Debit Card,Desktop,Social,Returning,10,5,14,4.0
Electronics,495.46,1,Delivered,Credit Card,Tablet,Email,VIP,10,5,14,7.0
Home,279.26,1,Returned,Google Pay,Tablet,Organic,VIP,10,5,14,4.0
Books,371.7,3,Delivered,Credit Card,Mobile,Organic,VIP,10,5,14,3.0
Toys,244.78,1,Shipped,Credit Card,Tablet,Email,VIP,10,5,14,7.0
Beauty,274.68,1,Shipped,PayPal,Mobile,Organic,Returning,10,5,14,6.0
Beauty,478.96,5,Delivered,Credit Card,Tablet,Paid Search,VIP,10,5,14,1.0
Home,86.97,3,Shipped,Google Pay,Tablet,Paid Search,VIP,10,5,14,7.0
Books,339.85,1,Shipped,Debit Card,Mobile,Organic,Returning,10,5,14,1.0
Electronics,245.09,1,Delivered,PayPal,Desktop,Paid Search,Returning,10,5,14,2.0
Home,239.82,2,Delivered,PayPal,Mobile,Organic,VIP,10,5,14,3.0
Electronics,16.43,1,Delivered,Google Pay,Mobile,Email,Returning,10,5,14,7.0
Clothing,307.18,1,Pending,Google Pay,Mobile,Paid Search,Returning,10,5,14,1.0
Electronics,230.75,2,Delivered,Credit Card,Desktop,Paid Search,Returning,10,5,14,4.0
Toys,108.81,1,Delivered,Debit Card,Mobile,Organic,New,10,5,14,1.0
Clothing,116.95,1,Delivered,Debit Card,Mobile,Paid Search,VIP,10,5,14,7.0
Beauty,43.82,3,Delivered,Debit Card,Desktop,Email,Returning,10,6,14,3.0
Beauty,232.67,2,Delivered,PayPal,Tablet,Organic,Returning,10,6,14,5.0
Toys,405.07,1,Delivered,PayPal,Mobile,Email,Returning,10,6,14,6.0
Beauty,103.05,3,Delivered,Google Pay,Mobile,Organic,Returning,10,6,14,5.0
Electronics,181.08,1,Delivered,Google Pay,Mobile,Email,VIP,10,6,14,6.0
Toys,324.78,2,Delivered,Debit Card,Tablet,Email,Returning,10,6,14,4.0
Clothing,189.07,4,Shipped,Credit Card,Mobile,Organic,VIP,10,6,14,7.0
Clothing,161.26,3,Delivered,Apple Pay,Mobile,Email,VIP,10,6,14,3.0
Beauty,243.45,1,Delivered,PayPal,Desktop,Organic,VIP,10,6,14,6.0
Clothing,357.67,3,Shipped,PayPal,Desktop,Organic,VIP,10,6,14,4.0
Books,386.94,2,Shipped,PayPal,Mobile,Social,VIP,10,6,14,4.0
Books,430.17,1,Delivered,Google Pay,Desktop,Paid Search,Returning,10,6,14,7.0
Beauty,172.37,4,Delivered,Apple Pay,Tablet,Organic,Returning,10,6,14,4.0
Clothing,305.1,4,Delivered,Debit Card,Desktop,Organic,New,10,6,14,4.0
Clothing,41.0,2,Delivered,PayPal,Mobile,Social,Returning,10,6,14,3.0
Home,156.22,1,Delivered,PayPal,Tablet,Social,VIP,10,6,14,4.0
Home,390.62,2,Delivered,Google Pay,Desktop,Social,New,10,6,14,5.0
Electronics,218.3,1,Delivered,PayPal,Desktop,Social,VIP,10,6,14,2.0
Clothing,172.69,1,Shipped,PayPal,Tablet,Paid Search,VIP,10,6,14,3.0
Electronics,435.31,1,Delivered,Credit Card,Tablet,Paid Search,Returning,10,6,14,6.0
Clothing,489.87,1,Delivered,Debit Card,Desktop,Social,VIP,10,6,14,2.0
Home,248.02,2,Delivered,PayPal,Desktop,Paid Search,Returning,10,6,14,7.0
Electronics,215.91,4,Delivered,Apple Pay,Tablet,Email,VIP,10,6,14,7.0
Home,146.14,6,Delivered,Credit Card,Tablet,Paid Search,Returning,10,6,14,6.0
Clothing,286.15,1,Shipped,Debit Card,Tablet,Social,Returning,10,6,14,2.0
Home,195.1,1,Delivered,Credit Card,Tablet,Paid Search,VIP,10,6,14,7.0
Electronics,261.95,3,Delivered,Google Pay,Mobile,Paid Search,VIP,10,6,14,2.0
Books,268.2,2,Delivered,Apple Pay,Tablet,Organic,Returning,10,6,14,3.0
Toys,27.8,2,Delivered,Apple Pay,Desktop,Social,VIP,10,6,14,5.0
Beauty,331.1,5,Delivered,Debit Card,Mobile,Email,Returning,10,6,14,5.0
Clothing,194.81,1,Shipped,PayPal,Tablet,Organic,Returning,10,6,14,4.0
Books,255.11,2,Delivered,Apple Pay,Desktop,Organic,Returning,10,6,14,2.0
Toys,464.65,1,Delivered,Debit Card,Desktop,Organic,New,10,6,14,5.0
Electronics,490.69,1,Delivered,Google Pay,Tablet,Email,Returning,10,6,14,4.0
Electronics,197.92,1,Delivered,Apple Pay,Tablet,Paid Search,Returning,10,6,14,2.0
Books,437.7,1,Pending,Credit Card,Mobile,Social,VIP,10,6,14,7.0
Books,306.83,1,Delivered,Debit Card,Tablet,Email,Returning,10,6,14,4.0
Home,153.16,1,Delivered,PayPal,Tablet,Organic,Returning,10,6,14,2.0
Books,429.36,1,Delivered,PayPal,Mobile,Organic,VIP,10,6,14,4.0
Toys,346.41,4,Delivered,Credit Card,Mobile,Social,VIP,10,0,14,1.0
Toys,492.28,1,Delivered,Google Pay,Tablet,Paid Search,VIP,10,0,14,7.0
Toys,203.94,1,Delivered,PayPal,Desktop,Email,Returning,10,0,14,6.0
Toys,343.68,3,Returned,Credit Card,Tablet,Social,Returning,10,0,14,7.0
Books,17.04,3,Shipped,Google Pay,Mobile,Email,Returning,10,0,14,1.0
Clothing,447.38,5,Delivered,Apple Pay,Mobile,Social,Returning,10,0,14,6.0
Toys,395.4,3,Pending,Google Pay,Tablet,Organic,VIP,10,0,14,3.0
Electronics,295.34,3,Delivered,Credit Card,Desktop,Social,VIP,10,0,14,6.0
Books,169.0,1,Delivered,Debit Card,Tablet,Paid Search,Returning,10,0,14,6.0
Books,159.83,4,Delivered,Google Pay,Desktop,Organic,VIP,10,0,14,7.0
Home,100.71,1,Delivered,Apple Pay,Tablet,Social,New,10,0,14,7.0
Toys,324.32,3,Delivered,Google Pay,Desktop,Organic,Returning,10,0,14,6.0
Clothing,479.11,2,Delivered,Credit Card,Desktop,Organic,Returning,10,0,14,3.0
Toys,237.19,2,Delivered,Credit Card,Tablet,Email,Returning,10,0,14,4.0
Books,293.88,1,Returned,PayPal,Tablet,Organic,VIP,10,0,14,2.0
Home,70.12,1,Delivered,Debit Card,Tablet,Social,VIP,10,0,14,6.0
Beauty,465.27,3,Delivered,PayPal,Tablet,Organic,VIP,10,0,14,3.0
Home,218.64,2,Delivered,Google Pay,Mobile,Social,VIP,10,0,14,2.0
Beauty,343.68,1,Delivered,Credit Card,Tablet,Paid Search,Returning,10,0,14,2.0
Beauty,21.34,2,Delivered,Debit Card,Desktop,Social,VIP,10,0,14,4.0
Home,48.43,7,Delivered,PayPal,Desktop,Social,VIP,10,0,14,2.0
Books,460.18,1,Delivered,PayPal,Desktop,Paid Search,VIP,10,0,14,2.0
Electronics,35.22,5,Pending,Google Pay,Tablet,Social,VIP,10,0,14,6.0
Beauty,331.78,5,Returned,PayPal,Tablet,Paid Search,Returning,10,0,14,7.0
Home,421.15,2,Delivered,Apple Pay,Tablet,Social,Returning,10,0,14,3.0
Electronics,187.48,2,Delivered,Google Pay,Desktop,Email,Returning,10,0,14,4.0
Toys,258.42,1,Delivered,PayPal,Mobile,Email,VIP,10,0,14,1.0
Electronics,278.84,2,Delivered,Google Pay,Tablet,Email,Returning,10,0,14,7.0
Electronics,320.71,3,Shipped,Apple Pay,Desktop,Email,Returning,10,0,14,2.0
Beauty,109.77,5,Delivered,Apple Pay,Desktop,Paid Search,VIP,10,1,14,5.0
Beauty,227.11,2,Shipped,PayPal,Tablet,Email,VIP,10,1,14,7.0
Toys,455.11,5,Pending,PayPal,Tablet,Email,Returning,10,1,14,4.0
Home,198.51,1,Delivered,Credit Card,Tablet,Email,Returning,10,1,14,6.0
Beauty,429.44,5,Delivered,PayPal,Mobile,Paid Search,VIP,10,1,14,4.0
Electronics,83.64,1,Shipped,PayPal,Tablet,Social,VIP,10,1,14,5.0
Toys,63.62,1,Delivered,Apple Pay,Mobile,Paid Search,Returning,10,1,14,7.0
Books,25.65,2,Delivered,Debit Card,Mobile,Social,VIP,10,1,14,4.0
Books,104.61,4,Delivered,PayPal,Tablet,Paid Search,Returning,10,1,14,5.0
Home,484.25,2,Shipped,Debit Card,Tablet,Email,VIP,10,1,14,1.0
Home,285.4,1,Delivered,PayPal,Tablet,Paid Search,New,10,1,14,2.0
Books,243.87,4,Returned,Google Pay,Mobile,Email,VIP,10,1,14,6.0
Beauty,37.36,1,Delivered,Credit Card,Tablet,Email,VIP,10,1,14,7.0
Home,440.0,2,Delivered,Google Pay,Desktop,Organic,Returning,10,1,14,4.0
Toys,265.6,1,Delivered,PayPal,Desktop,Social,Returning,10,1,14,5.0
Electronics,251.27,3,Delivered,Credit Card,Mobile,Email,VIP,10,1,14,1.0
Toys,170.39,3,Shipped,Google Pay,Desktop,Organic,VIP,10,1,14,6.0
Toys,156.3,2,Delivered,Debit Card,Tablet,Paid Search,VIP,10,1,14,5.0
Books,247.5,1,Delivered,Apple Pay,Desktop,Social,VIP,10,1,14,5.0
Toys,257.69,1,Delivered,PayPal,Mobile,Social,Returning,10,1,14,2.0
Home,44.78,1,Delivered,Apple Pay,Tablet,Paid Search,New,10,1,14,1.0
Toys,120.99,2,Delivered,PayPal,Desktop,Organic,New,10,1,14,1.0
Beauty,492.15,1,Delivered,Credit Card,Tablet,Organic,VIP,10,1,14,6.0
Electronics,412.29,1,Returned,Debit Card,Tablet,Social,VIP,10,1,14,1.0
Beauty,438.21,1,Shipped,Debit Card,Tablet,Email,Returning,10,1,14,1.0
Toys,198.58,1,Shipped,Apple Pay,Mobile,Social,VIP,10,2,14,4.0
Beauty,23.63,2,Delivered,Apple Pay,Desktop,Social,VIP,10,2,14,5.0
Electronics,464.38,1,Delivered,Credit Card,Desktop,Paid Search,VIP,10,2,14,3.0
Books,130.93,1,Delivered,Debit Card,Desktop,Organic,Returning,10,2,14,4.0
Electronics,190.45,3,Returned,Debit Card,Desktop,Social,VIP,10,2,14,3.0
Electronics,344.63,1,Delivered,Apple Pay,Mobile,Organic,Returning,10,2,14,5.0
Books,346.84,5,Pending,Google Pay,Mobile,Paid Search,Returning,10,2,14,5.0
Home,425.46,1,Delivered,PayPal,Tablet,Paid Search,New,10,2,14,7.0
Books,332.14,2,Delivered,Credit Card,Desktop,Social,Returning,10,2,14,6.0
Electronics,110.92,1,Delivered,Credit Card,Desktop,Email,VIP,10,2,14,7.0
Beauty,329.45,6,Delivered,Credit Card,Desktop,Paid Search,New,10,2,14,6.0
Beauty,72.55,3,Delivered,Google Pay,Tablet,Email,VIP,10,2,14,3.0
Home,108.17,1,Delivered,Apple Pay,Tablet,Organic,VIP,10,2,14,4.0
Electronics,451.44,1,Delivered,PayPal,Mobile,Email,Returning,10,2,14,6.0
Toys,97.67,3,Delivered,Apple Pay,Mobile,Paid Search,VIP,10,2,14,4.0
Electronics,125.36,1,Shipped,Google Pay,Desktop,Organic,Returning,10,2,14,3.0
Electronics,381.12,1,Delivered,Apple Pay,Mobile,Organic,VIP,10,2,14,3.0
Clothing,23.49,1,Delivered,Google Pay,Mobile,Paid Search,New,10,2,14,6.0
Books,83.74,1,Shipped,PayPal,Mobile,Social,Returning,10,2,14,4.0
Toys,217.69,2,Delivered,Debit Card,Tablet,Organic,Returning,10,2,14,7.0
Toys,182.95,6,Pending,Credit Card,Mobile,Paid Search,VIP,10,2,14,3.0
Books,7.52,4,Delivered,Credit Card,Desktop,Paid Search,VIP,10,2,14,7.0
Electronics,404.4,1,Delivered,Google Pay,Tablet,Email,VIP,10,2,14,6.0
Books,396.28,2,Delivered,Credit Card,Desktop,Email,Returning,10,2,14,5.0
Electronics,50.63,3,Delivered,Apple Pay,Mobile,Email,Returning,10,2,14,2.0
Beauty,333.64,4,Pending,Debit Card,Tablet,Paid Search,VIP,10,2,14,4.0
Home,113.42,2,Delivered,Debit Card,Desktop,Paid Search,Returning,10,2,14,2.0
Books,265.01,1,Shipped,Debit Card,Mobile,Organic,VIP,10,2,14,5.0
Toys,76.03,4,Delivered,Apple Pay,Mobile,Social,VIP,10,3,14,2.0
Clothing,428.41,5,Delivered,PayPal,Tablet,Social,VIP,10,3,14,6.0
Home,411.28,2,Delivered,Debit Card,Desktop,Paid Search,Returning,10,3,14,7.0
Beauty,274.89,3,Delivered,Apple Pay,Desktop,Social,VIP,10,3,14,4.0
Books,63.87,1,Delivered,Debit Card,Desktop,Email,VIP,10,3,14,7.0
Beauty,288.72,1,Delivered,Debit Card,Mobile,Organic,Returning,10,3,14,7.0
Clothing,26.78,3,Delivered,PayPal,Desktop,Organic,New,10,3,14,4.0
Electronics,199.23,1,Delivered,Google Pay,Mobile,Paid Search,VIP,10,3,14,2.0
Electronics,439.5,4,Shipped,Apple Pay,Tablet,Email,Returning,10,3,14,2.0
Clothing,206.06,1,Delivered,Apple Pay,Desktop,Social,Returning,10,3,14,6.0
Toys,300.25,1,Shipped,Apple Pay,Desktop,Email,New,10,3,14,6.0
Beauty,92.92,1,Delivered,Apple Pay,Tablet,Email,Returning,10,3,14,3.0
Beauty,400.32,3,Delivered,Debit Card,Mobile,Paid Search,VIP,10,3,14,7.0
Clothing,421.1,3,Delivered,Credit Card,Desktop,Social,Returning,10,3,14,2.0
Home,248.62,3,Shipped,Apple Pay,Tablet,Social,Returning,10,3,14,3.0
Home,48.47,4,Delivered,Apple Pay,Desktop,Email,Returning,10,3,14,7.0
Beauty,69.87,4,Delivered,Apple Pay,Mobile,Paid Search,Returning,10,3,14,7.0
Beauty,362.53,1,Shipped,Credit Card,Desktop,Social,Returning,10,3,14,4.0
Books,111.7,2,Delivered,PayPal,Desktop,Organic,Returning,10,3,14,5.0
Clothing,220.67,1,Delivered,Debit Card,Desktop,Paid Search,Returning,10,3,14,5.0
Clothing,175.66,2,Delivered,Debit Card,Tablet,Organic,Returning,10,3,14,3.0
Beauty,162.9,1,Delivered,Debit Card,Mobile,Organic,Returning,10,3,14,5.0
Beauty,119.75,1,Shipped,Debit Card,Desktop,Organic,New,10,3,14,6.0
Books,409.86,1,Delivered,Credit Card,Desktop,Paid Search,VIP,10,3,14,3.0
Toys,430.57,1,Delivered,Credit Card,Desktop,Email,Returning,10,3,14,7.0
Clothing,369.02,4,Pending,Debit Card,Mobile,Organic,Returning,10,3,14,2.0
Toys,125.8,2,Delivered,Debit Card,Tablet,Social,VIP,10,3,14,6.0
Toys,31.33,2,Pending,Debit Card,Mobile,Paid Search,VIP,10,3,14,1.0
Electronics,233.41,6,Shipped,Credit Card,Desktop,Paid Search,VIP,10,4,14,4.0
Home,102.01,1,Delivered,Debit Card,Desktop,Paid Search,Returning,10,4,14,7.0
Home,222.07,1,Returned,Apple Pay,Tablet,Email,Returning,10,4,14,3.0
Home,11.05,1,Delivered,Google Pay,Tablet,Email,Returning,10,4,14,4.0
Beauty,214.01,4,Delivered,Debit Card,Desktop,Social,Returning,10,4,14,7.0
Clothing,206.26,2,Delivered,PayPal,Mobile,Email,VIP,10,4,14,2.0
Home,192.03,1,Shipped,Credit Card,Tablet,Social,Returning,10,4,14,4.0
Books,304.16,1,Shipped,Credit Card,Tablet,Organic,Returning,10,4,14,3.0
Electronics,273.8,5,Delivered,Credit Card,Desktop,Social,Returning,10,4,14,7.0
Toys,336.67,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,10,4,14,4.0
Clothing,402.75,1,Pending,Credit Card,Mobile,Organic,Returning,10,4,14,2.0
Toys,383.12,1,Delivered,Google Pay,Desktop,Organic,VIP,10,4,14,5.0
Beauty,315.46,2,Shipped,Apple Pay,Desktop,Social,Returning,10,4,14,2.0
Home,214.61,2,Delivered,PayPal,Desktop,Paid Search,Returning,10,4,14,7.0
Home,312.43,3,Delivered,PayPal,Tablet,Paid Search,Returning,10,4,14,1.0
Toys,386.15,3,Returned,Apple Pay,Tablet,Social,VIP,10,4,14,2.0
Electronics,98.71,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,10,4,14,3.0
Electronics,102.48,3,Delivered,Debit Card,Tablet,Social,VIP,10,4,14,4.0
Home,486.08,2,Delivered,Apple Pay,Tablet,Social,Returning,10,4,14,2.0
Books,86.57,1,Shipped,Google Pay,Mobile,Paid Search,Returning,10,4,14,5.0
Clothing,386.72,1,Delivered,Credit Card,Mobile,Paid Search,VIP,10,4,14,6.0
Home,285.93,4,Shipped,Apple Pay,Desktop,Email,New,10,4,14,4.0
Electronics,332.42,1,Pending,Debit Card,Mobile,Social,VIP,10,4,14,1.0
Books,147.26,1,Delivered,PayPal,Tablet,Organic,Returning,10,4,14,3.0
Home,123.39,1,Delivered,Debit Card,Tablet,Paid Search,VIP,10,4,14,7.0
Clothing,382.99,2,Delivered,Debit Card,Tablet,Organic,VIP,10,4,14,1.0
Electronics,69.58,3,Returned,Google Pay,Desktop,Paid Search,Returning,10,4,14,7.0
Clothing,44.29,1,Delivered,Debit Card,Desktop,Organic,VIP,10,4,14,7.0
Electronics,86.16,1,Delivered,Apple Pay,Desktop,Social,Returning,10,5,14,6.0
Toys,103.04,2,Delivered,Debit Card,Desktop,Email,VIP,10,5,14,3.0
Toys,51.18,2,Delivered,Credit Card,Mobile,Paid Search,VIP,10,5,14,3.0
Electronics,469.84,2,Shipped,Apple Pay,Desktop,Paid Search,New,10,5,14,1.0
Books,146.99,4,Delivered,Credit Card,Mobile,Social,Returning,10,5,14,3.0
Books,52.96,1,Delivered,Apple Pay,Desktop,Social,New,10,5,14,1.0
Toys,103.17,1,Delivered,Debit Card,Mobile,Email,VIP,10,5,14,2.0
Electronics,28.27,2,Delivered,Credit Card,Tablet,Social,VIP,10,5,14,6.0
Beauty,441.33,1,Delivered,Credit Card,Tablet,Organic,Returning,10,5,14,6.0
Books,34.67,3,Delivered,Google Pay,Desktop,Social,VIP,10,5,14,1.0
Toys,109.38,1,Delivered,Debit Card,Desktop,Social,VIP,10,5,14,7.0
Clothing,114.4,3,Delivered,Apple Pay,Mobile,Paid Search,VIP,10,5,14,1.0
Electronics,348.44,3,Delivered,Debit Card,Mobile,Social,Returning,10,5,14,4.0
Home,412.57,1,Delivered,Debit Card,Desktop,Email,Returning,10,5,14,7.0
Toys,340.4,4,Delivered,Google Pay,Tablet,Organic,VIP,10,5,14,4.0
Electronics,359.61,1,Delivered,PayPal,Tablet,Paid Search,Returning,10,5,14,6.0
Electronics,268.39,2,Delivered,Credit Card,Tablet,Email,VIP,10,5,14,2.0
